Dictionary,Code,Name,Text
ETIM,EC000441,Cable gland,A sealing device that protects and secures cables passing through enclosures.
ETIM,EC000443,Device built-in switch and -push button,Component which connects or disconnects an electrically conductive compound by means of two electrica
ETIM,EC000444,Insert for child protection,A safety accessory designed to prevent children from accessing electrical sockets.
ETIM,EC000445,Cord switch/dimmer,A switch or dimmer integrated into a flexible cord for controlling lights.
ETIM,EC000446,Push in terminal,A connector that allows easy insertion of wires without screws.
ETIM,EC000448,Terminal resistor,A resistor used to terminate a circuit and prevent signal reflections.
ETIM,EC000449,Mounting base and -element for cable ties,A support element designed to hold and secure cable ties.
ETIM,EC000450,Appliance connection box,Component for connection of electrical equipment via accessible cable entry and contained fixed conne
ETIM,EC000451,Cable plug sealing clamp,"Device which protects the cable entry of an electrical equipment against external influences, especia"
ETIM,EC000452,Motor protection plug,A plug that provides protection against overloads and faults in motors.
ETIM,EC000453,Cable tie tool,A specialized tool used to fasten and cut cable ties securely.
ETIM,EC000454,One-piece strut clamp,A single-piece clamp used for securing pipes or cables to a support structure.
ETIM,EC000455,Counter shell for cable clamp,A component used in conjunction with a cable clamp to provide secure fastening.
ETIM,EC000456,Front panel (enclosure/cabinet),The outer face or cover of an enclosure or cabinet.
ETIM,EC000461,Cover plate for installation column,A protective plate used to cover openings in installation columns.
ETIM,EC000462,Perilex plug,A high-power electrical plug used for industrial and kitchen applications.
ETIM,EC000464,Fixing clamp,A clamp used to secure objects to a surface or structure.
ETIM,EC000466,Heat-shrink crimp connection,A connector that combines crimping and heat-shrink insulation for secure electrical connections.
ETIM,EC000467,Balun,A device that converts between balanced and unbalanced electrical signals.
ETIM,EC000468,S-Hook,"A hook shaped like an ""S"" used for hanging or securing objects."
ETIM,EC000469,Chain connecting link,A link used to connect sections of chain securely.
ETIM,EC000470,Fibre optic cable light system,"Lamp which comprises a plurality of fibers, which are brought to glow by a projector"
ETIM,EC000471,Emergency unit for luminaire,A backup power module that ensures lighting operation during power failures.
ETIM,EC000472,Basic element for surge protection device,A core component that limits voltage surges in electrical systems.
ETIM,EC000473,Hanger for trapezoidal ceiling,A mounting accessory used to suspend fixtures from trapezoidal ceilings.
ETIM,EC000474,Beam clamp,A fastening device used to attach components to structural beams.
ETIM,EC000475,Protective cap/cover for mounting rail/- profile,A cover that protects the ends of mounting rails or profiles.
ETIM,EC000478,Letterbox,A container designed to receive and store mail.
ETIM,EC000479,Pictogram for emergency luminaire,A visual symbol used to indicate emergency exit routes on luminaires.
ETIM,EC000481,Orientation luminaire,A low-intensity light fixture used for guidance in dark environments.
ETIM,EC000482,Fastening element for mounting rail/-profile,A component used to secure mounting rails or profiles in place.
ETIM,EC000483,Coupler for support/profile rail,A connector used to join two sections of support or profile rails.
ETIM,EC000484,Energy distributor for construction site,A temporary electrical panel used to distribute power on construction sites.
ETIM,EC000485,Neutral busbar,A conductive bar used for distributing neutral electrical connections.
ETIM,EC000486,Electrical unit for gas discharge lamp,A control module that regulates the operation of gas discharge lamps.
ETIM,EC000488,Octagonal steel shaft for tube motor,Rod-shaped machine element which is used to route rotational movements and torques as well as for the
ETIM,EC000489,Cross-connector for terminal block,Metal component for cross-wiring of terminal blocks by means of screwing
ETIM,EC000490,Accessories/spare parts for earthing and lightning,Additional components used in grounding and lightning protection systems.
ETIM,EC000491,Earth terminal clamp,A clamp used to establish a secure grounding connection.
ETIM,EC000492,Earth rod/profiled earth rod,Metal rod or steel rod that is driven into the ground and that is equipped with a device for connecti
ETIM,EC000493,Earthing pipe clamp,A device used to connect grounding conductors to pipes.
ETIM,EC000494,Voltage tester,A tool used to detect and measure electrical voltage levels.
ETIM,EC000495,Continuity tester,A device that checks whether an electrical circuit is complete.
ETIM,EC000496,Pipe and cable locator/sorter,A tool used to detect and identify underground pipes and cables.
ETIM,EC000497,Multifunction installation tester,A device that performs multiple electrical safety tests on installations.
ETIM,EC000498,Portable appliance tester/PAT tester,A tool used to test the safety of electrical appliances.
ETIM,EC000499,Insulation tester,A device that measures the insulation resistance of electrical systems.
ETIM,EC000500,Cable length meter,A measuring device used to determine the length of electrical cables.
ETIM,EC000501,Network management software,"Software used to monitor, control, and manage network operations."
ETIM,EC000502,Light/energy pole,A vertical structure used to support lighting or power distribution.
ETIM,EC000503,Globe-shaped incandescent lamp,A round incandescent bulb that emits light by heating a filament.
ETIM,EC000504,Round conductor/wire for lightning protection and earthing,"Installation material for the external lightning protection, which is laid at frequent impact points "
ETIM,EC000505,Air-termination equipment for lightning protection,Components designed to intercept lightning and safely direct it to the ground.
ETIM,EC000506,Lead-in earthing rod for lightning protection,A grounding rod that directs lightning energy safely into the earth.
ETIM,EC000507,Roof conductor holder for lightning protection,A holder used to secure lightning conductors on rooftops.
ETIM,EC000508,Conductor holder for lightning protection,A device used to fasten lightning conductors along surfaces.
ETIM,EC000509,Rod holder for lightning protection,A support bracket used to mount lightning protection rods.
ETIM,EC000510,Protective/isolating spark gap for lightning protection,A component that prevents overvoltage damage by allowing controlled discharge.
ETIM,EC000511,Tube earthing clamp for lightning protection,A clamp used to attach grounding conductors to tubes in lightning systems.
ETIM,EC000512,Disconnection clamp for lightning protection,A connector that allows temporary disconnection in lightning protection systems.
ETIM,EC000513,Connection clamp for lightning protection,A fastening device used to join components in a lightning protection system.
ETIM,EC000514,Connector for lightning protection,Installation material which is used for the electrically-conductive position-secure connection of fou
ETIM,EC000515,Network adaptor,A device that connects different types of network interfaces.
ETIM,EC000516,Round or flat plug/receptacle,A connector designed for either round or flat electrical plugs.
ETIM,EC000519,Terminal sleeve for protective hose,Element which is used as the final piece to a protective tube and serves to protect the inserted line
ETIM,EC000522,Explosion proof switch,Explosion-proof device which connects or disconnects an electrically conductive connection by means o
ETIM,EC000523,Convector (electric),A heating device that uses convection to distribute warm air.
ETIM,EC000524,Assortment box for installation- and connection material,A storage box containing various electrical installation accessories.
