Dictionary Name,Dictionary URI,Class Name,Class Code,Class Description,Class URI
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Hammer,EC000161,A hand tool with a heavy head used for driving nails or breaking objects.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000161
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Step drill,EC000162,A drill bit designed for making progressively larger holes.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000162
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cable stripping tool,EC000163,A tool used to remove insulation from electrical cables.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000163
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Water pump pliers,EC000164,Adjustable pliers used for gripping pipes and fittings.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000164
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Side cutter,EC000165,A cutting tool designed for cutting wire and small metal objects.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000165
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Punch pliers,EC000166,A hand tool used to punch holes in materials like leather or metal.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000166
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cable pulling system,EC000167,A toolset designed to guide and pull cables through conduits.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000167
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,"Crimp tool cable lugs, cable end sleeves, screen connection",EC000168,A tool used to crimp connectors onto cables for secure electrical connections.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000168
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Hand saw,EC000170,A manually operated saw used for cutting wood or other materials.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000170
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Sabre saw (electric),EC000172,A power saw with a reciprocating blade for cutting various materials.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000172
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Socket spanner,EC000174,A tool with a socket head used for tightening or loosening nuts and bolts.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000174
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Key for enclosures/cabinets,EC000175,A specialized key used to open and secure electrical enclosures or cabinets.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000175
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Nibbler (electric),EC000177,A power tool designed to cut sheet metal with minimal distortion.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000177
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Wall chaser (electric),EC000178,A power tool used to cut channels into walls for cable installation.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000178
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Tool box/case,EC000181,A container used to store and transport tools securely.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000181
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Tweezers,EC000182,A small precision tool used for grasping and manipulating small objects.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000182
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Electric soldering iron,EC000183,A hand tool that heats up to melt solder for joining metal components.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000183
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Soldering tip,EC000184,The replaceable heated tip of a soldering iron used for melting solder.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000184
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Soft solder,EC000185,A low-melting-point metal alloy used for soldering electrical and plumbing connections.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000185
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Razor socket outlet,EC000186,A specialized power outlet designed for electric razors.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000186
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Marker,EC000187,A writing instrument used to make permanent or temporary marks.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000187
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Latching relay,EC000188,A relay that maintains its switched state until a control signal is applied.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000188
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Twilight switch,EC000189,Electrical equipment which has the task to actuate a switch contact when an adjustable brightness val,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000189
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Face plate for wall duct,EC000190,A cover plate used to provide a finished appearance for a wall duct opening.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000190
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cable reel,EC000191,A spool or drum used for storing and deploying electrical cables.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000191
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,PLC memory card,EC000192,A storage device used to save programs and data for a programmable logic controller.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000192
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Decoration element for domestic switching devices,EC000193,Component which is mounted in particular installation programs switch between cover frame and cover f,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000193
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Optical/acoustic signal device,EC000195,A device that provides visual or audible alerts for signaling purposes.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000195
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,"Auxiliary contactor, relay",EC000196,"Electromagnetic switch for switching purposes. Instead of load contactors, these auxiliary contactors",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000196
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Amplifier module for contactor,EC000198,"Contactor = Electromagnetic switch for load switching purposes (loads = motors, electric heaters, big",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000198
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Illumination insert for domestic switching devices,EC000199,A lighting component integrated into switches or sockets for visibility or indication.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000199
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Enclosure for control circuit devices,EC000200,A protective housing designed for control circuit components.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000200
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Built-in panel for command devices,EC000201,A panel that integrates control elements for operating machines or systems.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000201
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Protective cover for command devices,EC000202,A shielding component designed to protect control switches and buttons.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000202
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Lamp transformer for control circuit devices,EC000203,A transformer that regulates voltage for indicator or control circuit lamps.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000203
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Lamp holder block for control circuit devices,EC000204,A mounting component that holds indicator lamps in control circuits.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000204
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Intelligent control element,EC000205,A smart control component used for automation and system management.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000205
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Technical spray,EC000206,"A pressurized liquid used for cleaning, lubricating, or protecting technical components.",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000206
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Fire protection compound/binding/foam/sealant,EC000209,A material used to seal gaps and enhance fire resistance in structures.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000209
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Fire partitioning,EC000210,A system or material used to create fire-resistant barriers in buildings.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000210
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Gland plate for enclosure/cabinet,EC000211,A plate used to secure and organize cable entry points in electrical enclosures.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000211
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Mounting plate for distribution board,EC000213,A base plate designed for securing electrical components inside a distribution board.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000213
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Small distribution board,EC000214,A compact panel used to distribute electrical power to circuits.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000214
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Phase busbar,EC000215,A conductive bar used to distribute electrical power within a system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000215
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Switch disconnector (AC),EC000216,A device that disconnects electrical circuits under load for safety and maintenance.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000216
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Shrink tubing,EC000217,A heat-sensitive insulating sleeve that shrinks to protect electrical connections.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000217
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Shrink end cap,EC000218,A heat-shrinkable cap used to insulate and seal the end of cables.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000218
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Repair seal,EC000219,A sealing component used for repairing damaged cables or pipes.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000219
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Wall transit for cables and tubes,EC000220,A protective passage that allows cables and tubes to pass through walls securely.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000220
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Front element for push button,EC000221,The external interface or cover for a push button control device.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000221
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Front element for selector switch,EC000222,The visible part of a selector switch used for manual operation.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000222
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Front element for indicator light,EC000223,A cover or lens for an indicator light in a control system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000223
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,7 segment LED driver,EC000224,A circuit that controls the display of numbers on a 7-segment LED module.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000224
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Control circuit devices combination in enclosure,EC000225,A pre-assembled set of control components housed in a protective casing.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000225
